complaint_id,facility_id,facility_type,incident_date,notes,severity,fine,Facility Invest Results Abuse,Facility Invest Results Rule,Type Of Abuse
MF118672B,385024,NF,8/25/2011,"Witnesses, RV and RP2 give differing accounts regarding RV's scheduled 12/2/11 orthopedic appointment.  RP2 and the facility failed to ensure appropriate transportation for the 12/2/11 appointment.  RP2 rescheduled the appointment for 12/16/11.   Evidence does not clearly identify whether or not the delayed appointment effect RV's out come.  There was a delay in treatment with a potential for harm.",2,0,Not Substantiated,Substantiated,
OR0000743500,385024,NF,2/7/2012,"Resident 2 was admitted January 2012 with multiple diagnoses and care plan interventions addressing memory loss, fall risk, ADL assistance, etc.  Nursing notes reveal from 1/19/2012 through 2/6/2012 resident repeated attempts to self transfer with an alarm in place to help alert staff.  The facility failed to notify family of Resident 2's falls.  The facility failure resulted in a violation of Oregon Administrative Rule violation.  Relevant portions of the survey are attached.  Enforcement action was proposed.",2,0,Not Substantiated,Substantiated,
MS129175A,385024,NF,2/7/2012,Reported staff failure to answer RV's call light in a timely manner and when staff responded he/she waited almost 2 hours and called 911.  W1 reported the evening RV called 911 there were three admissions.  RV did not receive timely assistance to the toilet.  This facility failure is a Oregon Administrative Rule violation.,2,0,Not Substantiated,Substantiated,
MS129540,385024,NF,3/20/2012,"RP2 held RV's chin after RV attempted to bite and punched RP2.  RP2 was assisting W1 and W2 while RV was combative with care.  RV's combative behaviors were normal per W2.  RP2 immediately stopped his/her actions when RV complained.  RP2 had no similar past behaviors and said ""I should not have done that"".  RV's care plan did not give specific interventions addressing RV's behaviors other than use two staff; nothing addressing RV's escalating behavior.  The facility did begin to give all staff further in-service regarding intervention for distressing behaviors. The facility failure to properly train staff on working with residents and their behaviors resulted in loss of dignity for RV.  This facility failure represents a violation of Oregon Administrative Rule.",2,0,Substantiated,Substantiated,Neglect
MF129424A,385024,NF,3/8/2012,"RV was admitted with multiple diagnoses and wounds.  RV was unable to give relevant  information.  Witnesses give varied reasons for turning RV.  W1, W2, W3 and W4 reported staff are not consistently turning RV as care planned.  W9 worked with W3, W4 and facility head nurse to come up with care directives.  W9, W10 and W11 reported RV's wounds are being treated and or healing ""slightly"".  RV was not being turned consistently which represents a facility failure and Oregon Administrative Rule violation.",2,0,Not Substantiated,Substantiated,
MF129424B,385024,NF,3/8/2012,"RV was unable to give reliable information.  Witnesses reported that for a while no one realized RV could not eat by him/her self or have adequate access to his/her water.  RV's nurse aide information sheet gave conflicting information regarding RV's care for feeding and turning.  Hospice, staff and family have devised a plan for RV's care.  The facility failure to adequately plan RV's care resulted in a violation of Oregon Administrative Rule.",2,0,Not Substantiated,Substantiated,
MS120181C,385024,NF,6/1/2012,RV's PRN pain medication was delayed for 45 minutes on 5/29/2012.  The complainant and witnesses reported the delay was due to shift change.  RV does not recall the event and was not in pain at time of the interview.  RV's medication was changed from PRN to a scheduled medication.  The facility should have ensured timely delivery of RV's medication.  The facility failure is an Oregon Administrative Rule violation.,2,0,Not Substantiated,Substantiated,
OR0000754700,385024,NF,4/6/2012,"Resident 1 was admitted February 2012 following exacerbation of CHF, bilateral pleural effusion and other diagnoses including decubitus ulcer.  Resident's 2/12/2012 care plan did not include a problem for risk or actual pressure ulcer interventions.  The 3/17/2012 MDS indicated an acquired Stage II pressure ulcer and resident  required extensive assistance with ADLs, transfers, mobility, incontinence care, etc.   W1 confirmed the facility informed him/her of the pressure ulcer.   Weekly skin audit sheets were not consistently filled out.  Resident's physician was not notified when the 3/3/2012 wound was identified.  Not all treatment was initiated in a timely manner.  The care plan was not up dated.  Relevant portions of the survey are attached.  Enforcement action was proposed.  An Oregon Administrative Rule violation was identified.",2,0,Not Substantiated,Substantiated,Neglect
OR0000754701,385024,NF,4/6/2012,"Resident 1 was admitted February 2012 following exacerbation of CHF, bilateral pleural effusion and other diagnoses including decubitus ulcer.  Witnesses reported resident's discharge did not include pressure ulcer treatment or treatment and the resident arrived at the AFH without oxygen.  Staff confirm the resident should have had oxygen during transport other AFH and there was no discharge paper work with wound care or oxygen use.  Relevant portions of the survey are attached.  Enforcement action was proposed.  An Oregon Administrative Rule violation was identified.",2,0,Not Substantiated,Substantiated,Neglect
OR0000765900,385024,NF,6/7/2012,"Resident 2 was admitted to the facility December 2011 with multiple diagnoses and behaviors.  Resident was dependent for care including repositioning, transfers, etc.  Resident's care plan included potential problem for Impaired Skin integrity due to episodes of bruising, but no care plan for pressure sores.  RP2 developed two pressure areas without full assessment being documented nor a reassessment or an appropriate discharge plan.  Relevant portions of the survey are attached.  Enforcement action was proposed.  The facility failure is an Oregon Administrative Rule violation.",2,0,Not Substantiated,Substantiated,
MF120259,385024,NF,6/9/2012,RV was sent home without a PCP to call in case of an emergency or questions regarding medication.  There was some miscommunication with W3 and W4.  Home health was ordered and came out the day after RV's condition changed.  While W3 and W4 reduced RV's medication and chose not to take RV to the ER when RV's condition changed; it may or may not have effected RV's outcome.   RV's discharge plan was less than stellar placing RV at risk for harm.  An Oregon Administrative Rule violation occurred.,2,0,Not Substantiated,Substantiated,
MS121216,385024,NF,9/19/2012,"The complainant reported RP2 was ""pushing"" RV1 and RV2 to stay in the nursing home.  RV1 reported after telling RP2 a couple of time they moving, that RP2 should have dropped the subject.  RP2 stated he/she would advocate for patients.  W1 indicated RV1 was upset and worried about RP2's reaction to RV1 and RV2 moving.  W3 reported RP2 was not proactive in assisting RV1 and RV2 to move to a AFH.  The facility failure represents an Oregon Administrative Rule violation.",2,0,Not Substantiated,Substantiated,
MF121196,385024,NF,9/30/2012,"RV requested to leave the facility for overnight.  The facility staff and in particular RP2 did not attempt to contact RV's physician for orders, but told RV that if RV left without physician orders it would be considered AMA.  The facility failed to honor or attempt to honor RV's choice in care and or assist RV with obtaining appropriate discharge for over night visit.  An Oregon Administrative Rule violation occurred.",2,0,Not Substantiated,Substantiated,
MS120939,385024,NF,8/25/2012,RP2 took RV's pendant and pawned the pendant without RV's knowledge or permission.  RP2 was arrested.  RV's pendant was recovered and returned to RV.  The facility changed it's policy regarding resident monies and valuables; residents to use the facility safe.  Reviewer notes residents have the right to keep personal property and be permitted to have a lockable storage space for personal property.   The facility failure is an Oregon Administrative Rule violation.,2,0,Not Substantiated,Substantiated,Financial abuse
